query,001SaciDSM13117T,002SaciT0-18T,003SaciSPDF1,004SaciSUNEO,005SaciAPG1,006SbenDSM103927T,007SbenVV6,008ScheDSM21508T,009ScheBIGb0227,010ScycLMG31208T,011SdaeJCM16244T,012SgenJCM13324T,013SgenN1,014SgenSMYL98,015SgenSCPM-O-B-9794,016SginDSM24757T,017SgoyBIO128,018ShumDSM18929T,019SindLMG29892T,020SindDAIF1,021SindMGMM10,022SindK279a,023SindRS7,024SindCPHE1,025SkorDSM17805T,026SkorW1S232,027SlacM15T,028SlacYR347,029SlacTUM20371,030SlacAs7,031SlacBi66,032SlacRIT_As_2,033SlacBi35,034SlauK32T,035SmalNCTC10257T,036SmalNCTC10258,037SmalCF13,038SmalSGY2,039SmalLH_B2,040SmalGYH,041SmalSTEN00241,042SmalWGB211,043SmalSJTH1,044SmalFZD2,045SmalSJTL3,046SmalZT1,047SmalACYCb_6H,048SmalPEG_68,049SmalNCTC10259,050Smal2013SM12,051SmalPEG_305,052SmalMER1,053SmalPEG_42,054SmalNCTC13014,055SmalCSM2,056SmalJV3,057SmalKMM_349,058SmalR551_3,059SmalU5,060SmalX28,061SmalAA1,062SmalISMMS3,063SmalOUC_Est10,064SmalJZL8,065SmalISMMS2R,066SmalCol1,067SmalACYCd9D,068Smal2013_SM4,069SmalSoD9b,070SmalPEG_141,071SmalDHHJ,072SmalT50_20,073SmalPEG_173,074SmalSM_866,075SmorCPCC101365T,076SmurDSM28631T,077SmurCCV155,078SmurSMYL13_,079SnemCPCC101271T,080SnitDSM12575T,081Snit2001,082SpanJCM16536T,083SpanGSS15,084SpavDSM25135T,085SpavY,086SpavPI-27,087SpenSa5BUN4T,088SpicJCM9942T,089SriyCFS3442T,090SrhiDSM14405T,091SrhiSR80,092SrhiBl2-2,093SrhiCFBP13529,094SrhiCFBP9006,095SrhiIS26,096SrhiUSBAGBX843,097SrhiJC1,098SrhiDE0483,099SrhiGN_RF2_1,100SrhiRIT_551,101SrhiBIGb0145,102SrhiBIGb0277,103SsepSM16975T,104SsepZH16.fasta,105SsepSMYL93,106SsepSMYL57,107SterDSM18941T,108StumJCM30961T,109ICU_D3_102,110UCE_D3_125,111UCE_D5_37,112GM_D5_87,113ICU_New_95,114ICU_New_188,115ICU_New_296,116GM_D3_185,117GM_D3_189,118GM_D4_135,119UCE_D6_43,120ICU_D4_5,121ICU_D4_210,122UCE_D5_25,123UCE_D6_155,124UCE_D3_105,125GM_D5_149,126ICU_D3_80,127H_D3_146,128ICU_D4_12,129ICU_D4_90,130GM_D4_145,131PhibATCC19867T,132PdokDSM21858T,133XmalLMG27592T,SaraA5588,SoahA5586,Spigmentata610A2,max_value,max_column
047SmalACYCb_6H,83.7595,83.8055,83.835,83.7188,83.8221,84.8096,84.5422,84.7334,84.7349,88.7152,83.751,93.4167,93.6807,93.2832,93.1263,81.2748,84.586,82.2782,88.3433,88.3773,88.3104,88.3156,88.2645,88.316,81.3075,81.3464,88.3388,88.342,88.4576,88.3081,88.1606,88.2194,88.1907,84.4397,92.9509,93.0292,93.031,88.1404,88.2474,90.6292,90.6802,92.2211,92.1784,92.0209,91.9793,97.9307,100.0,92.4906,92.5413,92.1462,92.2219,88.3106,92.5785,92.616,92.1315,92.1511,91.2721,91.2964,88.391,92.1738,88.9524,91.0284,92.4045,93.6833,93.656,93.28,93.0385,93.0903,93.0652,92.3427,92.456,92.4799,92.4536,92.4785,83.2258,92.5305,92.4896,92.4516,84.4909,83.4951,82.3199,82.9344,83.0012,92.1629,92.1497,92.2116,84.4676,82.8959,91.9781,84.7535,84.6686,84.7357,84.6293,84.6954,84.4482,84.3559,84.4539,84.5023,84.8309,84.519,84.3427,84.3721,92.9182,92.9563,93.0193,93.1584,82.3635,84.0888,92.9169,93.0538,93.0126,93.0483,93.0329,93.0505,93.0428,92.5382,92.521,92.5446,92.5125,92.0045,92.0368,91.9572,91.9159,92.3797,92.0878,91.0044,91.0615,91.0181,91.001,91.0828,97.9143,79.9652,80.8586,84.8214,84.1562,82.4045,97.9307,046SmalZT1
048SmalPEG_68,83.8465,83.9347,83.8183,83.8079,83.9574,85.0105,84.8796,84.9587,84.8871,88.9735,83.7916,92.2511,92.2334,92.1798,92.1312,81.4684,85.0119,82.4646,88.736,88.6393,88.6152,88.6293,88.5556,88.511,81.3483,81.3715,88.6137,88.6498,88.7495,88.6143,88.5336,88.4668,88.4143,84.715,92.5917,92.5295,92.5437,88.407,88.5551,91.1434,91.1748,92.1176,92.3003,92.3774,92.4872,92.5588,92.4253,100.0,99.2549,93.958,93.8015,88.5443,92.3086,92.437,94.5263,94.5374,91.4504,91.4355,88.757,92.061,89.293,91.7407,92.4769,92.1678,92.235,92.1991,93.258,93.4483,93.5975,92.0411,92.2686,92.541,92.3758,92.1972,83.1754,98.5555,98.9822,99.1928,84.7313,83.8579,82.6607,82.9944,83.008,93.7729,93.9788,93.8466,84.6542,82.9822,92.3548,85.0664,84.8499,84.9715,84.8842,84.8225,84.5176,84.5248,84.8388,84.8317,85.1914,84.8644,84.6915,84.5453,93.1766,93.23,93.242,93.7831,82.536,84.3388,92.7364,92.5691,92.5502,92.4234,92.549,92.5376,92.5774,98.4457,98.4578,98.4967,98.9573,92.422,92.4293,92.3746,92.3688,92.1518,91.9431,91.4603,91.501,91.5395,91.5141,91.4486,92.4848,79.9235,80.8301,85.1329,84.3271,82.462,99.2549,049SmalNCTC10259
049SmalNCTC10259,83.908,83.8868,83.9689,83.8738,83.8154,85.0402,84.9157,84.8812,84.8667,88.998,83.67,92.2291,92.1827,92.1342,92.1924,81.6116,84.9149,82.3501,88.6554,88.6091,88.5731,88.6168,88.4885,88.5375,81.2157,81.233,88.6151,88.638,88.7351,88.5717,88.5154,88.5113,88.4704,84.572,92.6127,92.5165,92.5316,88.4583,88.493,91.2094,91.2721,92.2994,92.2618,92.4713,92.5277,92.5868,92.4472,99.242,100.0,93.9724,93.7646,88.5065,92.3856,92.4614,94.5149,94.6087,91.4469,91.4869,88.7243,92.0753,89.3153,91.6303,92.4046,92.2326,92.239,92.2399,93.2079,93.4929,93.6271,92.2249,92.2601,92.5188,92.3171,92.2698,83.1864,98.609,99.0023,99.1396,84.6127,83.8395,82.5257,82.9611,82.9715,93.7314,93.9862,93.8616,84.5656,83.0346,92.4496,84.9986,84.8138,84.934,84.8059,84.8155,84.5466,84.503,84.663,84.6925,85.0369,84.7254,84.4784,84.5401,93.2743,93.2341,93.3239,93.781,82.5734,84.3142,92.6305,92.6727,92.5742,92.6134,92.6047,92.638,92.6338,98.6387,98.5216,98.5609,99.0117,92.4662,92.4078,92.4152,92.3625,92.3069,91.9498,91.4188,91.5369,91.5604,91.539,91.4207,92.5485,79.9282,81.0061,85.0985,84.3199,82.4181,99.242,048SmalPEG_68
050Smal2013SM12,83.9199,83.965,84.1112,83.9922,83.8873,85.014,84.8575,84.8317,84.846,88.96,83.8301,91.8243,91.5458,91.5749,91.6226,81.5249,84.9387,82.2735,88.4699,88.4874,88.3482,88.4158,88.3904,88.383,81.4093,81.3964,88.4286,88.3939,88.5682,88.3323,88.3498,88.2923,88.1635,84.6955,91.9229,91.9322,91.8957,88.4909,88.5544,90.9189,91.0243,91.4703,91.5763,91.7012,91.7264,92.232,92.1749,93.9157,93.9468,100.0,98.6542,88.2605,91.6925,91.7115,92.8961,92.82,90.9584,90.985,88.4662,91.4707,89.1947,91.2229,91.5586,91.6426,91.6778,91.606,92.7555,92.9643,93.2314,91.4188,91.5802,91.7241,91.6286,91.5757,83.368,93.7528,93.7575,93.7565,84.7056,84.2029,82.6103,82.8779,82.9807,98.6856,99.8729,98.5227,84.6233,83.2106,91.59,84.8982,84.9054,84.8938,84.6211,84.71,84.6244,84.4136,84.6573,84.7426,85.0513,84.8095,84.3079,84.3407,92.7,92.7425,92.6266,93.3049,82.4734,84.2857,91.7896,92.1063,91.9914,91.876,92.0289,92.0326,91.9872,93.6364,93.6018,93.6078,93.7737,91.6405,91.5818,91.6249,91.5975,91.4354,91.3424,91.021,91.0903,91.1899,91.1613,91.0297,92.1653,79.8964,80.9491,85.2013,84.274,82.3284,99.8729,085SpavY
051SmalPEG_305,83.9275,83.9852,83.9761,83.9765,83.9971,85.0563,84.6109,84.8382,84.9625,88.9325,83.8926,91.4864,91.5967,91.5975,91.5632,81.4187,84.7291,82.3357,88.5739,88.5053,88.4591,88.3924,88.4813,88.3649,81.5182,81.5128,88.46,88.4957,88.5179,88.3907,88.3189,88.3566,88.2233,84.6382,91.7973,91.9161,91.8401,88.529,88.5399,90.7218,90.8097,91.4572,91.4843,91.6857,91.6349,92.2043,92.1542,93.8144,93.7924,98.6503,100.0,88.4195,91.7524,91.7779,92.8443,92.8124,91.0017,90.9556,88.6346,91.4862,89.1962,91.106,91.5157,91.5351,91.5584,91.6065,92.7848,92.8125,93.3071,91.4886,91.6211,91.4908,91.5136,91.4893,83.2616,93.8007,93.7886,93.7921,84.5504,83.9179,82.4543,82.9496,83.0166,98.6188,98.6664,98.7273,84.6789,83.0844,91.6315,84.9887,84.7892,84.895,84.7248,84.7849,84.4855,84.4323,84.5317,84.7284,85.1421,84.7076,84.3642,84.5882,92.7219,92.7827,92.6516,93.3143,82.4493,84.2854,91.7879,91.8371,91.787,91.8182,91.8375,91.7404,91.8133,93.732,93.7479,93.7208,93.7533,91.6382,91.6897,91.6615,91.6495,91.4842,91.3916,91.0079,91.0222,91.0312,91.0083,91.0023,92.198,80.0393,80.776,85.0736,84.3993,82.4578,98.7273,086SpavPI-27
052SmalMER1,82.9813,83.1605,83.0883,83.3068,83.17,84.5172,84.3991,84.7728,84.6931,88.2266,82.956,88.3612,88.5443,88.4923,88.5294,81.1462,84.3363,81.982,93.8531,93.8612,93.7787,93.8993,93.6015,93.4597,80.9669,81.0559,96.211,96.8065,95.9057,95.7873,96.3758,95.07,95.3898,84.4525,88.3266,88.4052,88.395,87.2408,87.3236,88.3911,88.41,88.429,88.3702,88.4604,88.5587,88.3265,88.2034,88.6179,88.4704,88.2709,88.2584,100.0,88.4317,88.399,88.677,88.7803,88.6002,88.5566,93.859,88.4136,88.514,88.561,88.3827,88.5505,88.5711,88.6748,88.2964,88.2383,88.3026,88.419,88.4787,88.6159,88.4222,88.4032,82.5047,88.319,88.4805,88.4512,84.1298,83.1885,82.2508,82.3001,82.3219,88.2455,88.2521,88.1257,84.3382,82.368,88.4485,84.7104,84.4037,84.4849,84.5565,84.4676,84.2282,84.2298,84.1436,84.1307,84.6638,84.3779,84.0356,84.2748,88.1944,88.2597,88.0881,88.2278,82.2932,84.1052,88.325,88.3703,88.3669,88.3371,88.3222,88.3719,88.3647,88.3893,88.4148,88.4106,88.5003,88.4118,88.5065,88.482,88.4071,88.5433,88.3848,88.3951,88.5982,88.5353,88.5696,88.4669,88.3261,79.8088,80.6871,84.5791,83.9698,82.1411,96.8065,028SlacYR347
053SmalPEG_42,83.9696,83.686,83.8453,83.6155,83.7743,84.9097,84.6202,84.7397,84.7673,88.767,83.484,93.3891,93.52,93.7243,93.6569,81.2278,84.7283,82.2635,88.5704,88.6016,88.5268,88.5878,88.3868,88.4618,81.099,81.1661,88.4988,88.445,88.6405,88.6293,88.474,88.4635,88.3594,84.4288,93.2193,93.2699,93.3434,88.1434,88.1473,90.7089,90.7231,93.7463,93.5232,92.795,92.8108,92.644,92.5593,92.2637,92.3166,91.5778,91.6267,88.4238,100.0,97.812,92.2894,92.2674,91.7702,91.8097,88.6497,92.7878,89.0593,91.3458,93.826,93.5944,93.6241,93.6737,91.8247,91.9571,91.9285,92.8791,92.8299,93.085,92.976,92.8718,82.9714,92.2729,92.2069,92.2963,84.7328,84.0612,82.8582,82.7798,82.8435,91.4676,91.5746,91.562,84.4024,83.1147,92.6454,84.7773,84.6417,84.6361,84.6222,84.6349,84.295,84.2596,84.7578,84.5112,84.8119,84.5738,84.3012,84.1948,91.6937,91.7037,91.6497,91.9414,82.3406,84.131,93.2114,93.3282,93.284,93.1325,93.3096,93.3178,93.3273,92.3669,92.3262,92.2743,92.0857,92.6606,92.7146,92.8192,92.7316,92.8599,92.5948,91.1756,91.4025,91.3549,91.3247,91.284,92.5865,79.95,80.8037,85.0543,84.0329,82.5483,97.812,054SmalNCTC13014
054SmalNCTC13014,83.6069,83.6251,83.7126,83.6189,83.8032,84.8117,84.4944,84.7738,84.7136,88.7835,83.404,93.2235,93.3958,93.6082,93.5124,81.2988,84.5933,82.1193,88.5412,88.5576,88.6437,88.549,88.3519,88.4108,81.0775,81.029,88.527,88.5958,88.6274,88.5178,88.4379,88.4721,88.3459,84.3755,93.4662,93.4411,93.4392,88.198,88.2683,90.6846,90.6991,93.5728,93.5963,92.8692,92.8908,92.6828,92.6393,92.4136,92.4048,91.6377,91.6775,88.3691,97.8555,100.0,92.3391,92.2782,91.8521,91.7586,88.611,92.7627,89.0189,91.3887,93.9006,93.4188,93.4426,93.62,91.8416,91.9561,92.0015,92.9341,93.003,93.0614,93.0048,92.96,83.0257,92.3948,92.4229,92.4481,84.5598,83.6958,82.4097,82.792,82.7311,91.6785,91.6345,91.7388,84.5302,82.8141,92.9136,84.9134,84.7628,84.7573,84.715,84.6707,84.3444,84.2744,84.5498,84.6675,84.9265,84.709,84.3611,84.3011,91.8319,91.7381,91.7383,91.9901,82.4049,84.0313,93.3506,93.3658,93.2664,93.322,93.3439,93.3341,93.3338,92.4518,92.3815,92.3581,92.3779,92.8233,92.7659,92.8164,92.7254,92.9696,92.6785,91.401,91.3329,91.3518,91.3613,91.334,92.65,79.9458,80.8654,84.8452,84.2476,82.4278,97.8555,053SmalPEG_42
055SmalCSM2,83.8097,83.8665,84.0045,84.0968,84.1109,85.1969,85.0043,85.0677,85.0049,89.2456,83.6968,92.307,92.223,92.3075,92.2752,81.6687,84.9291,82.4153,88.6863,88.7601,88.819,88.7688,88.6846,88.6051,81.3994,81.3539,88.7278,88.6854,88.9095,88.7414,88.7836,88.6485,88.5366,84.7463,92.416,92.2621,92.262,88.5599,88.5451,91.2772,91.2666,92.8753,92.9109,93.4829,93.4088,92.1435,92.1224,94.5124,94.5033,92.8794,92.7683,88.7786,92.2266,92.3165,100.0,97.1248,92.0346,92.0081,88.8453,92.138,89.3509,92.1318,93.218,92.24,92.2283,92.3143,93.0363,93.2325,93.021,92.749,92.9737,93.1131,92.7992,92.8894,83.2342,94.32,94.4011,94.3721,84.9423,84.2282,82.748,83.0542,83.0938,92.7572,92.8737,92.7727,84.6916,83.1284,93.2956,85.102,84.8699,84.9257,84.9013,84.9828,84.6385,84.5502,84.6461,84.7585,85.1577,84.8953,84.5811,84.5289,92.9319,92.9902,93.0522,93.1918,82.7193,84.3218,92.3379,92.3646,92.317,92.1523,92.332,92.3795,92.3816,94.3591,94.2852,94.2307,94.3552,93.2672,93.3583,93.3964,93.4265,92.877,92.1756,91.8712,91.9764,92.0473,91.9919,91.7823,92.0977,80.027,81.0694,85.3884,84.5214,82.6863,97.1248,056SmalJV3
056SmalJV3,84.0621,83.9806,84.0863,84.1189,84.1475,85.2155,84.761,85.0176,85.0174,89.2696,83.8761,92.1412,92.1417,92.254,92.279,81.5961,84.8059,82.337,88.795,88.8344,88.7763,88.8095,88.68,88.6296,81.4391,81.2895,88.7825,88.7846,88.8954,88.7751,88.7203,88.7055,88.6573,84.7656,92.222,92.2578,92.3365,88.5563,88.6604,91.1507,91.2124,92.9108,92.8761,93.5513,93.5297,92.0887,92.0623,94.531,94.5606,92.8167,92.785,88.7692,92.264,92.3448,97.1055,100.0,91.9819,91.995,88.9019,92.1038,89.5317,91.9107,93.2364,92.1947,92.2603,92.3602,92.977,92.9914,93.0582,92.7475,93.0305,92.9978,92.8196,92.9842,83.507,94.4455,94.5222,94.4968,84.6755,84.0078,82.6869,83.0112,83.057,92.7293,92.846,92.7323,84.8235,82.9737,93.544,85.1351,85.0089,84.9976,85.0417,84.9794,84.6665,84.5902,84.6605,84.9495,85.2447,84.7461,84.7078,84.724,92.9046,92.9806,93.1056,93.0754,82.6111,84.2335,92.2095,92.267,92.1346,92.1577,92.2502,92.2589,92.2684,94.3983,94.4055,94.4476,94.5135,93.4634,93.4755,93.4782,93.5086,93.0178,92.0494,92.0372,91.9513,91.9207,91.9051,91.9606,91.9797,79.7528,80.9548,85.1055,84.551,82.6909,97.1055,055SmalCSM2
057SmalKMM_349,83.5461,83.6297,83.5352,83.6398,83.581,84.8355,84.6029,84.7872,84.7504,88.7941,83.4088,91.6363,91.8357,91.8672,91.8713,81.3916,84.6958,82.4797,88.7527,88.9184,88.6797,88.7615,88.6618,88.6536,81.3165,81.2147,88.7897,88.6434,88.7813,88.7483,88.7201,88.6889,88.566,84.5522,91.693,91.6061,91.6928,88.1168,88.15,90.4115,90.4286,92.6594,92.6288,92.6872,92.6293,91.2516,91.2278,91.3487,91.4109,90.9447,90.9698,88.6652,91.8189,91.7103,92.0556,92.0475,100.0,98.4807,88.8521,91.6114,89.0716,91.1728,92.4695,91.8289,91.8843,91.9182,90.9349,91.055,91.0366,93.0955,93.2398,93.5837,92.9312,93.4033,82.8413,91.3093,91.3667,91.297,84.3123,83.6265,82.6106,82.5627,82.6448,90.8483,90.9407,90.9913,84.4604,82.7661,92.5643,84.9021,84.6341,84.76,84.6996,84.6999,84.2857,84.3117,84.4283,84.4847,85.0329,84.7658,84.2189,84.3473,90.8876,90.9965,90.9241,91.1121,82.4294,84.0949,91.5799,91.6055,91.6041,91.6486,91.6316,91.6526,91.6767,91.3458,91.2835,91.318,91.3724,92.6347,92.7046,92.6419,92.6329,93.4448,91.5687,91.1646,91.1306,91.1349,91.1112,91.0884,91.2134,79.9158,80.8374,84.874,84.156,82.3752,98.4807,058SmalR551_3
058SmalR551_3,83.5264,83.6289,83.6143,83.6677,83.6102,84.7998,84.5772,84.7698,84.8247,88.7897,83.3603,91.7015,91.784,91.8695,91.878,81.3896,84.716,82.3404,88.6942,88.7029,88.6504,88.666,88.6639,88.5716,81.3369,81.3605,88.7625,88.5581,88.7674,88.7015,88.6289,88.5279,88.3881,84.5205,91.6405,91.6058,91.6424,88.0856,88.1606,90.337,90.3747,92.5913,92.5723,92.6085,92.5737,91.279,91.1327,91.25,91.3535,90.8494,90.7839,88.6001,91.8127,91.7468,92.0146,91.97,98.4472,100.0,88.7269,91.6824,89.0313,91.1043,92.5377,91.7808,91.8365,91.9659,90.986,90.9917,91.0332,93.051,93.3243,93.5323,92.9331,93.2793,82.9809,91.2598,91.3299,91.3057,84.314,83.5509,82.5061,82.6795,82.737,90.8125,90.761,90.8093,84.474,82.616,92.4985,84.8457,84.6844,84.767,84.6823,84.5854,84.2649,84.3888,84.3243,84.5754,84.8813,84.6786,84.2306,84.464,90.7896,90.8066,90.8916,91.0659,82.385,84.1297,91.5536,91.7267,91.5412,91.6569,91.7033,91.6646,91.7052,91.2335,91.2507,91.2704,91.3746,92.5841,92.6248,92.6181,92.5812,93.369,91.5456,91.0432,91.0562,91.0507,91.0759,91.0514,91.2333,79.9733,80.8113,84.7672,84.1232,82.5391,98.4472,057SmalKMM_349
059SmalU5,83.2139,83.2693,83.3358,83.3315,83.4124,84.7018,84.7433,84.9393,84.8408,88.6224,83.2755,88.4776,88.6068,88.6176,88.5645,81.4208,84.766,82.0123,98.3671,98.5743,98.289,97.1959,96.4604,96.3368,81.1169,81.2865,94.0066,93.9962,94.0391,94.0025,93.8705,93.8781,93.84,84.5467,88.4944,88.6059,88.6537,87.4109,87.4468,88.5507,88.5924,88.5711,88.5753,88.7449,88.661,88.4302,88.4211,88.679,88.7062,88.4629,88.5114,93.9195,88.5597,88.5135,88.7301,88.7358,88.8498,88.7706,100.0,88.6364,88.703,88.6611,88.592,88.6012,88.5734,88.634,88.4358,88.4438,88.4001,88.5957,88.6864,88.7557,88.6202,88.666,82.6896,88.5921,88.6458,88.6218,84.4865,83.1579,82.2489,82.5583,82.5508,88.4352,88.4257,88.4489,84.5035,82.7493,88.6411,84.9456,84.5528,84.6142,84.7913,84.7724,84.5446,84.4684,84.5538,84.6243,84.8423,84.6604,84.2887,84.5456,88.2931,88.3825,88.2914,88.463,82.4532,84.1513,88.4569,88.5228,88.5229,88.5216,88.5291,88.5432,88.5168,88.6433,88.492,88.607,88.6099,88.7209,88.6792,88.6662,88.6303,88.6006,88.5394,88.662,88.6823,88.6816,88.7146,88.6419,88.4465,79.8181,80.7303,84.8094,84.1876,82.3404,98.5743,020SindDAIF1
060SmalX28,83.7076,83.6906,83.6356,83.7009,83.7945,84.9497,84.7495,84.8111,84.8511,89.0396,83.5569,92.7304,92.9179,93.0201,92.9237,81.2712,84.6879,82.3389,88.5064,88.6148,88.626,88.5199,88.4251,88.4198,81.2984,81.1638,88.6539,88.5753,88.6178,88.7049,88.5576,88.5816,88.4195,84.6073,93.8641,93.8594,93.8779,88.2561,88.2699,91.0322,90.9901,92.3272,92.332,92.261,92.2725,92.1145,91.9901,92.038,92.0263,91.4955,91.4009,88.4575,92.6856,92.6371,92.1326,92.0503,91.6789,91.6704,88.5891,100.0,89.2879,91.4375,92.3977,92.9094,92.9389,92.9763,91.6304,91.6096,91.7456,92.368,92.4417,92.5811,92.3135,92.5281,83.0468,91.9295,91.9345,91.9452,84.4267,83.7239,82.5015,82.9726,83.0046,91.3573,91.3898,91.3967,84.6361,82.9617,92.2296,84.9631,84.6714,84.8721,84.7897,84.7781,84.5708,84.4993,84.5881,84.6793,85.0632,84.6832,84.533,84.5577,91.6545,91.5811,91.514,91.7869,82.6486,84.155,93.9085,93.9194,93.8183,93.9732,93.9006,93.8967,93.8966,91.9122,91.938,91.9056,91.9335,92.2318,92.2291,92.203,92.2223,92.5215,98.8142,91.4114,91.3505,91.3858,91.3512,91.4073,92.0505,80.0833,80.9165,84.9174,84.1905,82.5484,98.8142,125GM_D5_149
061SmalAA1,83.9256,84.0053,84.067,83.9561,84.0964,85.3105,85.0365,85.2481,85.2661,93.3619,83.8264,89.0769,89.0775,89.1469,89.1014,81.8528,85.0096,82.443,88.6881,88.7432,88.6501,88.6524,88.6151,88.4808,81.5705,81.4853,88.5999,88.4991,88.5238,88.5519,88.495,88.5047,88.344,84.9695,89.0958,89.1403,89.1857,87.7966,87.7822,89.1575,89.1332,89.1977,89.1456,89.1518,89.2502,89.0709,88.9867,89.2087,89.2478,89.0063,89.1328,88.4699,89.0317,88.9632,89.4036,89.4189,89.0944,89.0713,88.7115,89.2229,100.0,89.467,89.1584,89.0913,89.1747,89.2219,89.0673,89.04,89.0319,89.0226,89.1679,89.2312,89.261,89.0727,83.411,89.2801,89.2475,89.1789,84.6696,84.1674,82.8527,82.9612,83.0764,88.957,89.1072,89.088,85.0216,82.9782,89.2219,85.3335,85.2109,85.2602,85.1497,85.1881,84.7536,84.6913,84.8182,84.9491,85.3868,84.9912,84.6743,84.7403,88.9519,88.949,88.9838,89.0626,82.7298,84.2852,89.1078,89.064,89.0063,89.1568,89.0894,89.0835,89.0682,89.2991,89.3461,89.3212,89.2412,89.1075,89.1211,89.2496,89.1708,89.1659,89.2132,89.3176,89.3739,89.3951,89.4071,89.2877,89.0237,80.1831,80.6958,85.2243,84.6696,82.5728,93.3619,010ScycLMG31208T
062SmalISMMS3,83.8757,83.9602,83.9327,83.7697,83.7967,85.1917,85.0485,85.0887,84.9892,89.1758,83.7093,91.3836,91.3286,91.4592,91.4038,81.6033,85.0573,82.4081,88.7057,88.6326,88.6857,88.7012,88.6217,88.6206,81.3236,81.2918,88.6018,88.5123,88.8619,88.5844,88.5523,88.6165,88.4348,84.7908,91.5079,91.3263,91.4016,88.2618,88.4083,90.8977,90.99,91.5514,91.5981,91.885,91.9394,91.1056,90.9401,91.6435,91.6011,91.276,91.0889,88.5085,91.3478,91.3726,92.0566,92.0458,91.1557,91.145,88.6695,91.4101,89.4959,100.0,91.6115,91.3566,91.4477,91.4936,91.0519,91.0686,91.0607,91.4453,91.4426,91.8783,91.6639,91.5447,83.1566,91.4559,91.4568,91.3458,84.6168,83.8853,82.8775,82.9569,82.8472,91.0068,91.169,91.0323,84.7715,82.9736,91.9253,85.011,84.7774,84.8547,84.9649,84.9234,84.7046,84.5978,84.6339,84.8733,85.1667,84.8753,84.5859,84.7201,91.0354,90.984,90.9292,91.0639,82.636,84.3477,91.4755,91.4007,91.4761,91.3958,91.3597,91.4064,91.4411,91.361,91.4433,91.4563,91.4694,91.8575,91.8921,91.7979,91.8036,91.5709,91.2831,98.5199,97.5509,97.6225,97.5974,98.2639,90.956,80.3474,80.9627,85.2525,84.4466,82.6,98.5199,126ICU_D3_80
063SmalOUC_Est10,83.649,83.9457,83.8254,83.9589,83.8876,84.9358,84.6435,84.6221,84.6381,89.0331,83.5086,93.2401,93.2077,93.3999,93.3668,81.4733,84.6395,82.2437,88.5344,88.521,88.5056,88.5268,88.5103,88.4364,81.4636,81.4396,88.4814,88.4087,88.4729,88.3862,88.4272,88.3955,88.3083,84.4039,92.8082,92.8053,92.8343,88.1325,88.2101,90.5529,90.5803,95.6355,95.6143,93.9846,93.9124,92.3121,92.2212,92.3188,92.284,91.486,91.5226,88.4551,93.8051,93.8904,93.1105,93.1173,92.5474,92.4937,88.6381,92.4054,89.1819,91.6616,100.0,93.2203,93.3272,93.4088,91.7474,91.86,91.8694,93.9444,94.037,94.0646,94.0585,94.0052,83.1797,92.2338,92.2371,92.2621,84.4573,83.8406,82.5273,82.8214,82.901,91.3863,91.3779,91.464,84.4237,82.9476,93.8854,84.8519,84.6983,84.7602,84.7189,84.6109,84.5001,84.5121,84.5291,84.5339,84.8787,84.5336,84.4056,84.3513,91.6706,91.6373,91.7907,91.7652,82.6292,84.0394,92.719,92.7488,92.7622,92.8182,92.7637,92.7515,92.7703,92.303,92.2722,92.2586,92.2276,93.9036,93.9163,93.9061,93.8615,94.0159,92.4476,91.646,91.6799,91.6745,91.6692,91.568,92.2588,79.8638,80.8088,84.866,84.4118,82.4393,95.6355,042SmalWGB211
064SmalJZL8,83.7728,83.7957,83.8851,83.9148,83.8536,84.9712,84.6111,84.6745,84.6911,89.0057,83.6275,98.0452,98.305,96.8939,96.4589,81.7275,84.8289,82.4494,88.5906,88.5965,88.5672,88.5142,88.4702,88.4675,81.4946,81.4669,88.5649,88.6215,88.7249,88.5493,88.5334,88.6002,88.3641,84.509,93.1883,93.0991,93.1408,88.277,88.2876,90.9181,90.8311,93.1174,93.1353,92.6191,92.6555,94.0745,93.5995,92.1047,92.1686,91.5642,91.5115,88.4672,93.6255,93.4504,92.2596,92.2274,91.8698,91.8599,88.695,93.0588,89.1324,91.4473,93.268,100.0,98.3766,96.8021,92.0789,92.2818,92.0777,93.5138,93.5197,93.7237,93.4859,93.5253,83.1517,92.0957,92.0831,92.0596,84.4667,83.7771,82.5681,82.9294,82.8555,91.5207,91.4279,91.5356,84.4231,82.761,92.522,84.8792,84.7643,85.0341,84.5675,84.6356,84.5031,84.4643,84.5487,84.6908,84.8937,84.7414,84.3455,84.3495,91.9434,91.994,92.0342,92.0427,82.5484,84.1707,93.0136,93.0861,93.0751,93.1716,93.1642,93.1566,93.1652,92.126,92.0082,92.0464,92.139,92.6101,92.6732,92.6526,92.6698,93.5659,92.8631,91.4022,91.3425,91.3497,91.3527,91.367,94.0215,79.9555,80.7751,84.9688,84.3365,82.64,98.3766,065SmalISMMS2R
